Fiscal Year,Service Level (or State Project),State,Location Identifier,Airport Name,Grant Sequence Number,AIP Federal Funds, Work Description,Hub Type,,,
2010,P,WA,SEA,Seattle-Tacoma International,121,"$2,000,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2010,P,WA,SEA,Seattle-Tacoma International,123,"$18,300,000 ",VALE Infrastructure,L,,,
2010,P,WA,SEA,Seattle-Tacoma International,120,"$26,033,377 ",Construct Runway  - Plan-1,L,,,
2011,P,AZ,PHX,Phoenix Sky Harbor International,72,"$372,600 ",Conduct Noise Compatibility Plan Study,L,,,
2011,P,AZ,PHX,Phoenix Sky Harbor International,71,"$3,462,750 ",Rehabilitate Apron,L,,,
2011,P,AZ,PHX,Phoenix Sky Harbor International,70,"$4,083,000 ","Improve Runway Safety Area - 07R/25L, Rehabilitate Taxiway",L,,,
2011,P,CA,LAX,Los Angeles International,69,"$3,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2011,P,CA,LAX,Los Angeles International,66,"$5,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2011,P,CA,LAX,Los Angeles International,65,"$5,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2011,P,CA,LAX,Los Angeles International,68,"$5,502,740 ","Construct Apron , Construct Taxiway",L,,,
2011,P,CA,LAX,Los Angeles International,67,"$7,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2011,P,CA,LAX,Los Angeles International,64,"$12,382,407 ","Construct Apron , Construct Taxiway",L,,,
2011,P,CA,OAK,Metropolitan Oakland International,58,"$713,222 ",Acquire Aircraft Rescue & Fire Fighting Vehicle,M,,,
2011,P,CA,OAK,Metropolitan Oakland International,60,"$788,410 ",Conduct Environmental Study,M,,,
2011,P,CA,OAK,Metropolitan Oakland International,59,"$6,547,045 ","Rehabilitate Taxiway , Update Miscellaneous Study",M,,,
2011,P,CA,SAN,San Diego International,64,"$2,018,789 ",VALE Infrastructure,L,,,
2011,P,CA,SAN,San Diego International,65,"$8,425,360 ","Improve Airport Drainage, Improve Runway Safety Area - 09/27",L,,,
2011,P,CA,SAN,San Diego International,66,"$9,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2011,P,CA,SFO,San Francisco International,56,"$7,145,935 ","Rehabilitate Apron , Rehabilitate Taxiway",L,,,
2011,P,CO,DEN,Denver International,72,"$1,760,561 ",Rehabilitate Taxiway,L,,,
2011,P,CO,DEN,Denver International,70,"$7,000,000 ",Expand Apron,L,,,
2011,P,CO,DEN,Denver International,73,"$8,773,303 ",Rehabilitate Runway - 16L/34R,L,,,
2011,P,CO,DEN,Denver International,71,"$11,660,530 ",Rehabilitate Runway - 08/26,L,,,
2011,P,DC,DCA,Ronald Reagan Washington National,27,"$10,408,326 ",Rehabilitate Runway  - 01/19,L,,,
2011,P,DC,IAD,Washington Dulles International,45,"$6,662,414 ",Construct Runway  - Plan-1,L,,,
2011,P,FL,FLL,Fort Lauderdale/Hollywood International,67,"$20,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2011,P,FL,FLL,Fort Lauderdale/Hollywood International,66,"$23,772,248 ",Extend Runway  - 09R/27L,L,,,
2011,P,FL,MIA,Miami International,64,"$3,462,000 ",Improve Terminal Building,L,,,
2011,P,FL,MCO,Orlando International,111,"$2,225,000 ",Update Airport Master Plan Study,L,,,
2011,P,FL,MCO,Orlando International,112,"$6,774,262 ","Construct Taxiway , Rehabilitate Taxiway",L,,,
2011,P,FL,TPA,Tampa International,55,"$1,315,500 ",Update Airport Master Plan Study,L,,,
2011,P,FL,TPA,Tampa International,56,"$2,571,379 ","Expand Apron , Rehabilitate Terminal Building",L,,,
2011,P,GA,ATL,Hartsfield - Jackson Atlanta International,103,"$1,000,000 ",Improve Runway Safety Area  - 10/28,L,,,
2011,P,GA,ATL,Hartsfield - Jackson Atlanta International,101,"$3,076,639 ",Acquire Land For Approaches,L,,,
2011,P,GA,ATL,Hartsfield - Jackson Atlanta International,100,"$10,000,000 ",Extend Runway - 10/28,L,,,
2011,P,GA,ATL,Hartsfield - Jackson Atlanta International,102,"$11,795,086 ",Construct Taxiway,L,,,
2011,P,IL,MDW,Chicago Midway International,79,"$1,870,316 ",Rehabilitate Runway - 13L/31R,L,,,
2011,P,IL,ORD,Chicago O'Hare International,119,"$25,020 ",VALE Vehicle,L,,,
2011,P,IL,ORD,Chicago O'Hare International,115,"$800,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2011,P,IL,ORD,Chicago O'Hare International,116,"$1,500,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2011,P,IL,ORD,Chicago O'Hare International,117,"$8,446,014 ",Rehabilitate Taxiway,L,,,
2011,P,IL,ORD,Chicago O'Hare International,121,"$11,600,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2011,P,IL,ORD,Chicago O'Hare International,118,"$20,900,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2011,P,IL,ORD,Chicago O'Hare International,114,"$26,500,000 ",Extend Runway  - 10/28,L,,,
2011,P,IL,ORD,Chicago O'Hare International,120,"$50,000,000 ",Construct Runway  - Plan-2,L,,,
2011,P,KY,CVG,Cincinnati/Northern Kentucky International,80,"$838,457 ",Rehabilitate Runway - 18C/36C,M,,,
2011,P,KY,CVG,Cincinnati/Northern Kentucky International,78,"$2,311,566 ",Rehabilitate Runway - 18C/36C,M,,,
2011,P,KY,CVG,Cincinnati/Northern Kentucky International,77,"$6,000,000 ",Construct Runway,M,,,
2011,P,KY,CVG,Cincinnati/Northern Kentucky International,79,"$8,307,162 ",Rehabilitate Runway - 18C/36C,M,,,
2011,P,MA,BOS,General Edward Lawrence Logan International,107,"$750,000 ",Construct Runway Safety Area  - 15R/33L,L,,,
2011,P,MA,BOS,General Edward Lawrence Logan International,108,"$2,473,703 ",Construct Runway  - 14/32,L,,,
2011,P,MA,BOS,General Edward Lawrence Logan International,112,"$2,785,875 ",Construct Runway Safety Area  - 15R/33L,L,,,
2011,P,MA,BOS,General Edward Lawrence Logan International,111,"$5,610,180 ",Construct Runway Safety Area  - 15R/33L,L,,,
2011,P,MA,BOS,General Edward Lawrence Logan International,109,"$5,933,080 ",Construct Runway Safety Area  - 15R/33L,L,,,
2011,P,MA,BOS,General Edward Lawrence Logan International,106,"$7,256,297 ",Construct Runway  - 14/32,L,,,
2011,P,MA,BOS,General Edward Lawrence Logan International,110,"$9,245,431 ",Construct Runway Safety Area  - 15R/33L,L,,,
2011,P,MA,BOS,General Edward Lawrence Logan International,113,"$15,492,680 ",Construct Runway Safety Area  - 15R/33L,L,,,
2011,P,MD,BWI,Baltimore/Washington International Thurgood Marshal,85,"$4,469,334 ",Rehabilitate Apron,L,,,
2011,P,MI,DTW,Detroit Metropolitan Wayne County,104,"$1,849,866 ",VALE Infrastructure,L,,,
2011,P,MI,DTW,Detroit Metropolitan Wayne County,102,"$3,037,434 ","Extend Taxiway , Rehabilitate Runway  - 09L/27R",L,,,
2011,P,MI,DTW,Detroit Metropolitan Wayne County,103,"$13,198,322 ",Rehabilitate Runway  - 04R/22L,L,,,
2011,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,104,"$5,496,843 ","Extend Taxiway, Modify Service Road, Rehabilitate Apron, Security Enhancements",L,,,
2011,P,MO,STL,Lambert-St Louis International,128,"$423,000 ",Acquire Safety Equipment and/or Fencing,M,,,
2011,P,MO,STL,Lambert-St Louis International,130,"$7,318,112 ","Rehabilitate Taxiway , Rehabilitate Taxiway",M,,,
2011,P,NC,CLT,Charlotte/Douglas International,65,"$3,695,893 ",Construct Runway  - 18R/36L,L,,,
2011,P,NC,CLT,Charlotte/Douglas International,64,"$16,804,107 ",Construct Runway  - 18R/36L,L,,,
2011,P,NJ,EWR,Newark Liberty International,129,"$3,222,000 ",Rehabilitate Taxiway,L,,,
2011,P,NV,LAS,McCarran International,78,"$8,371,313 ","Rehabilitate Apron , Rehabilitate Taxiway",L,,,
2011,P,NV,LAS,McCarran International,76,"$8,464,336 ",Acquire Land for Noise Compatibility within 65 - 69 DNL,L,,,
2011,P,NV,LAS,McCarran International,77,"$10,489,054 ","Rehabilitate Apron , Rehabilitate Taxiway",L,,,
2011,P,NY,JFK,John F Kennedy International,174,"$1,877,220 ",Rehabilitate Taxiway,L,,,
2011,P,NY,JFK,John F Kennedy International,173,"$2,012,749 ",Rehabilitate Taxiway,L,,,
2011,P,NY,LGA,La Guardia,136,"$2,949,367 ",Rehabilitate Taxiway,L,,,
2011,P,NY,LGA,La Guardia,135,"$21,134,896 ",Noise Mitigation Measures for Public Buildings,L,,,
2011,P,OR,PDX,Portland International,66,"$4,427,161 ",Rehabilitate Runway - 10R/28L,M,,,
2011,P,OR,PDX,Portland International,64,"$8,350,188 ",Rehabilitate Runway - 10R/28L,M,,,
2011,P,OR,PDX,Portland International,67,"$10,600,000 ",Rehabilitate Taxiway,M,,,
2011,P,OR,PDX,Portland International,65,"$10,606,765 ",Rehabilitate Runway - 10R/28L,M,,,
2011,P,PA,PHL,Philadelphia International,97,"$1,328,415 ","Construct Taxiway , Extend Taxiway",L,,,
2011,P,PA,PHL,Philadelphia International,99,"$5,156,983 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2011,P,PA,PHL,Philadelphia International,98,"$15,077,043 ",Rehabilitate Runway  - 09L/27R,L,,,
2011,P,TX,DFW,Dallas/Fort Worth International,100,"$4,053,823 ","Rehabilitate Runway - 18L/36R, Rehabilitate Taxiway",L,,,
2011,P,TX,DFW,Dallas/Fort Worth International,101,"$5,133,913 ","Rehabilitate Runway  - 13R/31L, Rehabilitate Runway Lighting  - 17C/35C",L,,,
2011,P,TX,IAH,George Bush Intercontinental/Houston,91,"$2,134,685 ","Acquire Land for Noise Compatibility within 65 - 69 DNL, Noise Mitigation Measures for Residences within 65 - 69 DNL",L,,,
2011,P,TX,IAH,George Bush Intercontinental/Houston,95,"$2,200,000 ",Rehabilitate Taxiway,L,,,
2011,P,TX,IAH,George Bush Intercontinental/Houston,90,"$2,524,164 ",Rehabilitate Runway - 15L/33R,L,,,
2011,P,TX,IAH,George Bush Intercontinental/Houston,92,"$4,709,524 ",Rehabilitate Taxiway,L,,,
2011,P,TX,IAH,George Bush Intercontinental/Houston,93,"$6,517,491 ",Rehabilitate Taxiway,L,,,
2011,P,TX,IAH,George Bush Intercontinental/Houston,94,"$7,975,000 ",Rehabilitate Taxiway,L,,,
2011,P,TX,IAH,George Bush Intercontinental/Houston,89,"$10,349,425 ",Rehabilitate Taxiway,L,,,
2011,P,UT,SLC,Salt Lake City International,97,"$6,161,619 ",Construct Apron,L,,,
2011,P,UT,SLC,Salt Lake City International,96,"$8,697,207 ",Construct Apron,L,,,
2011,P,UT,SLC,Salt Lake City International,98,"$9,005,892 ",Construct Apron,L,,,
2011,P,WA,SEA,Seattle-Tacoma International,126,"$3,317,632 ",Construct Runway - Plan-1,L,,,
2011,P,WA,SEA,Seattle-Tacoma International,125,"$3,612,679 ",VALE Infrastructure,L,,,
2011,P,WA,SEA,Seattle-Tacoma International,124,"$10,901,258 ",Construct Runway - Plan-1,L,,,
2012,P,AZ,PHX,Phoenix Sky Harbor International,75,"$307,500 ",Update Miscellaneous Study,L,,,
2012,P,AZ,PHX,Phoenix Sky Harbor International,73,"$2,115,900 ",Rehabilitate Taxiway,L,,,
2012,P,AZ,PHX,Phoenix Sky Harbor International,74,"$5,056,500 ",Rehabilitate Taxiway,L,,,
2012,P,AZ,PHX,Phoenix Sky Harbor International,76,"$16,010,229 ",Rehabilitate Apron,L,,,
2012,P,CA,LAX,Los Angeles International,72,"$10,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2012,P,CA,LAX,Los Angeles International,71,"$15,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2012,P,CA,LAX,Los Angeles International,70,"$19,918,990 ","Construct Apron , Construct Taxiway",L,,,
2012,P,CA,OAK,Metropolitan Oakland International,61,"$548,818 ",Environmental Mitigation,M,,,
2012,P,CA,OAK,Metropolitan Oakland International,62,"$6,732,489 ",Improve Runway Safety Area  - 11/29,M,,,
2012,P,CA,OAK,Metropolitan Oakland International,64,"$8,007,253 ",Improve Runway Safety Area  - 11/29,M,,,
2012,P,CA,OAK,Metropolitan Oakland International,63,"$17,588,767 ",Improve Runway Safety Area  - 11/29,M,,,
2012,P,CA,SAN,San Diego International,67,"$14,392,500 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2012,P,CA,SFO,San Francisco International,61,"$421,875 ",Acquire Equipment,L,,,
2012,P,CA,SFO,San Francisco International,60,"$1,696,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2012,P,CA,SFO,San Francisco International,58,"$18,000,000 ","Improve Runway Safety Area  - 01L/19R, Improve Runway Safety Area  - 01R/19L",L,,,
2012,P,CA,SFO,San Francisco International,57,"$30,504,336 ","Improve Runway Safety Area  - 10L/28R, Improve Runway Safety Area  - 10R/28L, Improve Runway Safety Area  - 01R/19L",L,,,
2012,P,CO,DEN,Denver International,78,"$421,875 ",Acquire Equipment,L,,,
2012,P,CO,DEN,Denver International,76,"$3,949,288 ",Rehabilitate Taxiway,L,,,
2012,P,CO,DEN,Denver International,74,"$6,000,000 ",Expand Apron,L,,,
2012,P,CO,DEN,Denver International,77,"$7,000,000 ",Rehabilitate Runway - 17R/35L,L,,,
2012,P,CO,DEN,Denver International,75,"$9,576,697 ","Construct Taxiway, Rehabilitate Runway - 16L/34R",L,,,
2012,P,FL,FLL,Fort Lauderdale/Hollywood International,70,"$356,250 ",Sustainable Management Plan,L,,,
2012,P,FL,FLL,Fort Lauderdale/Hollywood International,69,"$20,000,000 ","Acquire Land for Noise Compatibility within 65 - 69 DNL , Noise Mitigation Measures for Residences within 65 - 69 DNL",L,,,
2012,P,FL,FLL,Fort Lauderdale/Hollywood International,68,"$23,878,132 ",Extend Runway  - 09R/27L,L,,,
2012,P,FL,MIA,Miami International,67,"$1,153,456 ",Construct Apron,L,,,
2012,P,FL,MIA,Miami International,66,"$2,550,000 ",FOD Detection Equipment,L,,,
2012,P,FL,MIA,Miami International,65,"$3,009,000 ","Rehabilitate Runway  - 12/30, Rehabilitate Taxiway",L,,,
2012,P,FL,MCO,Orlando International,113,"$9,687,444 ","Acquire Aircraft Rescue & Fire Fighting Vehicle , Construct Taxiway , Rehabilitate Runway  - 18R/36L",L,,,
2012,P,FL,TPA,Tampa International,58,"$607,500 ",Sustainable Master Plan,L,,,
2012,P,FL,TPA,Tampa International,57,"$5,264,757 ","Expand Terminal Building , Improve Airport Drainage , Improve Terminal Building , Install Apron Lighting",L,,,
2012,P,GA,ATL,Hartsfield - Jackson Atlanta International,106,"$339,123 ",VALE Infrastructure,L,,,
2012,P,GA,ATL,Hartsfield - Jackson Atlanta International,107,"$8,055,248 ",Acquire Land For Approaches,L,,,
2012,P,GA,ATL,Hartsfield - Jackson Atlanta International,104,"$8,773,875 ","Construct Taxiway , Extend Runway - 09L/27R",L,,,
2012,P,GA,ATL,Hartsfield - Jackson Atlanta International,105,"$10,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2012,P,IL,MDW,Chicago Midway International,80,"$2,250,000 ",Install Runway Lighting  - 04R/22L,L,,,
2012,P,IL,ORD,Chicago O'Hare International,130,"$421,875 ",Acquire Equipment,L,,,
2012,P,IL,ORD,Chicago O'Hare International,129,"$1,425,000 ",VALE Infrastructure,L,,,
2012,P,IL,ORD,Chicago O'Hare International,127,"$2,261,250 ",Install Airfield Guidance Signs,L,,,
2012,P,IL,ORD,Chicago O'Hare International,125,"$4,500,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2012,P,IL,ORD,Chicago O'Hare International,128,"$4,900,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2012,P,IL,ORD,Chicago O'Hare International,126,"$7,454,963 ",Construct Runway  - Plan-1,L,,,
2012,P,IL,ORD,Chicago O'Hare International,122,"$26,500,000 ","Construct Runway  - Plan-1, Extend Runway  - 10/28",L,,,
2012,P,IL,ORD,Chicago O'Hare International,123,"$70,000,000 ","Construct Runway  - Plan-2, Construct Runway  - Plan-2",L,,,
2012,P,KY,CVG,Cincinnati/Northern Kentucky International,81,"$14,881,094 ",Rehabilitate Runway - 18L/36R,M,,,
2012,P,MA,BOS,General Edward Lawrence Logan International,116,"$750,000 ",Sustainable Management Plan,L,,,
2012,P,MA,BOS,General Edward Lawrence Logan International,114,"$1,824,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2012,P,MA,BOS,General Edward Lawrence Logan International,115,"$10,054,004 ",Construct Runway Safety Area  - 15R/33L,L,,,
2012,P,MD,BWI,Baltimore/Washington International Thurgood Marshall,87,"$2,465,422 ",Remove Obstructions,L,,,
2012,P,MD,BWI,Baltimore/Washington International Thurgood Marshall,86,"$20,716,140 ","Improve Runway Safety Area  - 10/28, Rehabilitate Runway  - 10/28",L,,,
2012,P,MI,DTW,Detroit Metropolitan Wayne County,106,"$3,649,999 ",Rehabilitate Taxiway,L,,,
2012,P,MI,DTW,Detroit Metropolitan Wayne County,105,"$20,498,079 ",Rehabilitate Runway  - 04R/22L,L,,,
2012,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,105,"$693,750 ",Update Airport Master Plan Study,L,,,
2012,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,106,"$5,453,166 ","Improve Airport Drainage, Rehabilitate Apron, Rehabilitate Service Road , Security Enhancements",L,,,
2012,P,MO,STL,Lambert-St Louis International,133,"$431,738 ",Acquire Aircraft Rescue & Fire Fighting Vehicle,M,,,
2012,P,MO,STL,Lambert-St Louis International,134,"$808,134 ","Rehabilitate Taxiway , Rehabilitate Taxiway",M,,,
2012,P,MO,STL,Lambert-St Louis International,132,"$12,763,863 ",Rehabilitate Runway  - 12R/30L,M,,,
2012,P,NC,CLT,Charlotte/Douglas International,68,"$4,628,482 ",Rehabilitate Runway  - 18C/36C,L,,,
2012,P,NC,CLT,Charlotte/Douglas International,67,"$5,235,053 ",Extend Taxiway,L,,,
2012,P,NC,CLT,Charlotte/Douglas International,66,"$20,500,000 ",Construct Runway  - 18R/36L,L,,,
2012,P,NJ,EWR,Newark Liberty International,131,"$946,670 ",Security Enhancements,L,,,
2012,P,NJ,EWR,Newark Liberty International,130,"$6,017,580 ",Rehabilitate Taxiway,L,,,
2012,P,NV,LAS,McCarran International,79,"$468,087 ",Acquire Aircraft Rescue & Fire Fighting Vehicle,L,,,
2012,P,NV,LAS,McCarran International,80,"$17,816,857 ",Rehabilitate Taxiway,L,,,
2012,P,NY,JFK,John F Kennedy International,176,"$8,500,000 ",Construct Taxiway,L,,,
2012,P,NY,JFK,John F Kennedy International,175,"$10,604,830 ",Rehabilitate Taxiway,L,,,
2012,P,NY,LGA,La Guardia,138,"$1,494,365 ",Improve Airport Drainage,L,,,
2012,P,NY,LGA,La Guardia,137,"$2,555,104 ",Rehabilitate Taxiway,L,,,
2012,P,OR,PDX,Portland International,69,"$8,500,000 ",Rehabilitate Taxiway,M,,,
2012,P,OR,PDX,Portland International,68,"$9,283,620 ","Rehabilitate Taxiway, Rehabilitate Taxiway",M,,,
2012,P,PA,PHL,Philadelphia International,100,"$12,970,104 ",Rehabilitate Runway  - 09L/27R,L,,,
2012,P,TX,DFW,Dallas/Fort Worth International,103,"$600,000 ",Sustainable Management Plan,L,,,
2012,P,TX,DFW,Dallas/Fort Worth International,102,"$9,012,990 ","Rehabilitate Runway - 13R/31L, Rehabilitate Runway Lighting - 18R/36L, Rehabilitate Taxiway",L,,,
2012,P,UT,SLC,Salt Lake City International,102,"$500,000 ",Sustainable Management Plan,L,,,
2012,P,UT,SLC,Salt Lake City International,100,"$9,000,000 ",Construct Apron,L,,,
2012,P,UT,SLC,Salt Lake City International,99,"$9,938,163 ",Construct Apron,L,,,
2012,P,UT,SLC,Salt Lake City International,101,"$10,000,000 ",Rehabilitate Runway - 16L/34R,L,,,
2012,P,VA,IAD,Washington Dulles International,46,"$20,000,000 ",Construct Runway  - Plan-1,L,,,
2012,P,WA,SEA,Seattle-Tacoma International,129,"$750,000 ",Sustainable Master Plan,L,,,
2012,P,WA,SEA,Seattle-Tacoma International,127,"$2,000,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2012,P,WA,SEA,Seattle-Tacoma International,128,"$5,824,632 ",Construct Runway - 16R/34L,L,,,
2013,P,AZ,PHX,Phoenix Sky Harbor International,77,"$11,804,550 ","Rehabilitate Apron , Rehabilitate Apron",L,,,
2013,P,CA,LAX,Los Angeles International,77,"$421,875 ",Acquire Equipment,L,,,
2013,P,CA,LAX,Los Angeles International,75,"$5,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2013,P,CA,LAX,Los Angeles International,74,"$5,500,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2013,P,CA,LAX,Los Angeles International,73,"$10,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2013,P,CA,LAX,Los Angeles International,76,"$34,125,000 ",Improve Runway Safety Area - 07L/25R,L,,,
2013,P,CA,OAK,Metropolitan Oakland International,67,"$2,179,006 ",VALE Infrastructure,M,,,
2013,P,CA,OAK,Metropolitan Oakland International,66,"$4,123,068 ",Improve Runway Safety Area  - 11/29,M,,,
2013,P,CA,OAK,Metropolitan Oakland International,65,"$13,000,000 ",Improve Runway Safety Area  - 11/29,M,,,
2013,P,CA,SAN,San Diego International,69,"$3,109,162 ",VALE Infrastructure,L,,,
2013,P,CA,SAN,San Diego International,70,"$7,825,881 ",Improve Airport Drainage,L,,,
2013,P,CA,SAN,San Diego International,71,"$11,372,400 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2013,P,CA,SFO,San Francisco International,62,"$1,191,657 ",Environmental Mitigation,L,,,
2013,P,CA,SFO,San Francisco International,63,"$5,614,134 ",Improve Runway Safety Area - 01R/19L,L,,,
2013,P,CO,DEN,Denver International,81,"$1,779,292 ",Rehabilitate Taxiway,L,,,
2013,P,CO,DEN,Denver International,79,"$2,000,000 ",Expand Apron,L,,,
2013,P,CO,DEN,Denver International,80,"$12,779,350 ","Rehabilitate Runway 17R/35L, Rehabilitate Taxiway",L,,,
2013,P,DC,DCA,Ronald Reagan Washington National,28,"$19,957,210 ",Improve Runway Safety Area  - 15/33,L,,,
2013,P,DC,IAD,Washington Dulles International,48,"$6,560,987 ",Rehabilitate Taxiway,L,,,
2013,P,DC,IAD,Washington Dulles International,47,"$13,000,000 ",Construct Runway,L,,,
2013,P,FL,FLL,Fort Lauderdale/Hollywood International,71,"$23,944,694 ",Extend Runway 09R/27L,L,,,
2013,P,FL,MIA,Miami International,68,"$29,187,416 ","Construct Apron , Rehabilitate Runway 12/30 , Rehabilitate Taxiway",L,,,
2013,P,FL,MCO,Orlando International,114,"$12,034,899 ","Acquire Aircraft Rescue & Fire Fighting Vehicle, Rehabilitate Runway 18R/36L",L,,,
2013,P,FL,TPA,Tampa International,59,"$1,465,023 ",Conduct Airport Master Plan Study,L,,,
2013,P,FL,TPA,Tampa International,60,"$1,597,680 ","Rehabilitate Runway 1L/19R , Rehabilitate Taxiway",L,,,
2013,P,GA,ATL,Hartsfield - Jackson Atlanta International,111,"$45,000 ",VALE Vehicle,L,,,
2013,P,GA,ATL,Hartsfield - Jackson Atlanta International,109,"$9,129,810 ","Acquire Equipment , Rehabilitate Runway 08L/26R",L,,,
2013,P,IL,MDW,Chicago Midway International,81,"$5,086,497 ","Rehabilitate Taxiway, Rehabilitate Taxiway",L,,,
2013,P,IL,ORD,Chicago O'Hare International,134,"$375,000 ",Noise Mitigation Measures for Public Buildings,L,,,
2013,P,IL,ORD,Chicago O'Hare International,137,"$3,373,622 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2013,P,IL,ORD,Chicago O'Hare International,138,"$10,000,000 ",Construct Taxiway,L,,,
2013,P,IL,ORD,Chicago O'Hare International,133,"$10,131,999 ",Construct Runway 10C/28C,L,,,
2013,P,IL,ORD,Chicago O'Hare International,135,"$11,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2013,P,IL,ORD,Chicago O'Hare International,131,"$20,000,000 ",Construct Runway 10C-28C,L,,,
2013,P,IL,ORD,Chicago O'Hare International,132,"$65,000,000 ",Construct Runway 10R/28L,L,,,
2013,P,KY,CVG,Cincinnati/Northern Kentucky International,82,"$9,060,984 ",Rehabilitate Taxiway,M,,,
2013,P,MA,BOS,General Edward Lawrence Logan International,118,"$1,947,992 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2013,P,MA,BOS,General Edward Lawrence Logan International,119,"$2,000,000 ",VALE Infrastructure,L,,,
2013,P,MA,BOS,General Edward Lawrence Logan International,117,"$4,973,512 ","Rehabilitate Taxiway ""B""",L,,,
2013,P,MD,BWI,Baltimore/Washington International Thurgood Marshall,89,"$5,775,000 ","Construct Taxiway ""D""",L,,,
2013,P,MD,BWI,Baltimore/Washington International Thurgood Marshall,88,"$15,236,991 ",Improve Runway Safety Area  - 15R/33L,L,,,
2013,P,MI,DTW,Detroit Metropolitan Wayne County,107,"$8,082,901 ",Rehabilitate Runway 04R/22L,L,,,
2013,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,109,"$517,500 ",Sustainable Management Plan,L,,,
2013,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,107,"$1,032,047 ",Rehabilitate Apron,L,,,
2013,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,108,"$6,855,664 ","Construct Deicing Containment Facility, Expand Apron",L,,,
2013,P,MO,STL,Lambert-St Louis International,139,"$14,193 ",Zero Emissions Vehicle/Infrastructure (Pilot Program FY12-15 ONLY),M,,,
2013,P,MO,STL,Lambert-St Louis International,135,"$179,098 ",Install Noise Monitoring System,M,,,
2013,P,MO,STL,Lambert-St Louis International,137,"$405,012 ",Rehabilitate Apron,M,,,
2013,P,MO,STL,Lambert-St Louis International,138,"$414,053 ",Rehabilitate Taxiway,M,,,
2013,P,MO,STL,Lambert-St Louis International,136,"$7,178,764 ","Rehabilitate Taxiway , Rehabilitate Taxiway",M,,,
2013,P,NC,CLT,Charlotte/Douglas International,70,"$11,357,060 ",Rehabilitate Runway 18C/36C,L,,,
2013,P,NC,CLT,Charlotte/Douglas International,69,"$12,000,000 ",Construct Runway 18R/36L,L,,,
2013,P,NJ,EWR,Newark Liberty International,133,"$421,875 ",Acquire Equipment,L,,,
2013,P,NJ,EWR,Newark Liberty International,132,"$3,634,199 ",Rehabilitate Access Road,L,,,
2013,P,NY,JFK,John F Kennedy International,178,"$6,279,544 ",Rehabilitate Taxiway,L,,,
2013,P,NY,JFK,John F Kennedy International,177,"$7,352,007 ",Rehabilitate Taxiway,L,,,
2013,P,NY,LGA,La Guardia,139,"$3,754,807 ",Improve Airport Drainage,L,,,
2013,P,OR,PDX,Portland International,71,"$5,000,000 ",Rehabilitate Taxiway,M,,,
2013,P,OR,PDX,Portland International,70,"$5,403,034 ",Rehabilitate Taxiway,M,,,
2013,P,PA,PHL,Philadelphia International,102,"$371,250 ",Acquire Equipment,L,,,
2013,P,PA,PHL,Philadelphia International,101,"$21,099,126 ","Acquire Land for Development, Construct Taxiway",L,,,
2013,P,TX,DFW,Dallas/Fort Worth International,106,"$421,875 ",Acquire Equipment,L,,,
2013,P,TX,DFW,Dallas/Fort Worth International,107,"$7,148,999 ",Rehabilitate Taxiway,L,,,
